Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2019,12,1165,86,1312,73,A,0,32,50,9,20,13,16,7,25,20,14,3,5,16,26,58,7,20,14,19,10,12,7,6,5,0,16
2019,12,1167,73,1363,72,N,0,26,67,12,34,9,15,20,14,17,15,17,1,23,22,41,8,15,20,24,8,24,11,26,3,3,18
2019,12,1179,75,1402,69,H,0,27,49,10,27,11,18,6,25,15,22,6,3,17,28,61,5,20,8,13,12,20,11,18,13,2,23
2019,12,1180,89,1247,84,A,0,26,57,3,14,34,40,10,25,10,8,2,0,17,32,66,11,24,9,12,12,25,15,14,5,3,25
2019,12,1182,69,1347,64,N,0,21,52,9,21,18,27,11,25,12,16,7,2,18,23,54,5,18,13,19,8,25,17,15,8,5,22
2019,12,1183,68,1442,66,H,0,23,70,7,25,15,21,14,34,11,10,8,4,20,22,61,7,24,15,25,10,37,10,16,7,9,15
2019,12,1185,80,1131,62,H,0,31,59,7,16,11,12,11,24,12,13,9,7,19,24,51,6,17,8,18,8,18,15,15,8,1,17
2019,12,1186,87,1282,80,H,0,30,65,9,24,18,27,10,37,14,14,6,3,21,25,66,12,32,18,24,9,30,12,13,8,3,24
2019,12,1190,76,1457,74,A,0,29,67,10,29,8,16,17,25,19,16,9,3,22,26,52,7,19,15,19,3,25,12,20,3,8,21
2019,12,1194,85,1406,71,N,0,31,61,10,29,13,18,17,23,17,9,3,0,18,27,59,9,22,8,14,10,16,18,8,4,0,20
2019,12,1198,98,1162,87,N,0,34,69,10,27,20,36,10,32,16,15,9,4,25,29,66,11,28,18,29,10,29,18,15,5,4,27
2019,12,1200,67,1464,61,H,0,24,59,8,27,11,14,6,29,12,10,5,4,12,24,60,8,25,5,7,8,31,13,15,5,1,14
2019,12,1202,76,1437,68,A,0,26,60,8,22,16,20,10,37,16,14,7,5,18,24,71,14,44,6,11,14,26,14,14,6,9,19
2019,12,1204,88,1337,78,N,0,30,51,7,24,21,31,4,31,13,19,5,1,19,28,68,9,30,13,17,10,21,15,17,6,1,23
2019,12,1206,69,1380,65,H,0,22,51,4,20,21,26,9,24,9,13,3,6,16,27,64,5,17,6,9,15,22,7,14,7,3,25
2019,12,1227,71,1133,70,H,0,24,52,9,24,14,22,7,24,18,16,3,9,24,24,56,7,19,15,22,8,20,13,11,6,1,21
2019,12,1230,80,1295,78,N,0,28,52,5,12,19,23,6,20,11,15,8,2,19,27,50,10,23,14,19,4,17,15,19,3,7,22
2019,12,1239,71,1375,48,A,0,23,48,2,6,23,31,11,40,11,18,3,12,15,19,77,4,23,6,9,19,19,6,9,5,5,22
2019,12,1249,74,1341,67,H,0,23,51,5,17,23,31,12,24,11,14,5,4,13,26,67,3,18,12,14,18,20,11,14,5,2,25
2019,12,1252,79,1374,73,A,0,25,53,8,26,21,27,7,30,21,17,5,1,19,26,63,9,25,12,20,13,25,13,16,9,2,22
2019,12,1262,92,1119,85,N,0,35,57,7,20,15,25,7,24,22,14,5,1,17,35,63,6,26,9,11,5,21,19,16,8,0,23
2019,12,1266,74,1342,55,H,0,25,55,9,25,15,18,11,34,21,16,5,4,12,19,61,12,29,5,9,8,16,14,8,9,3,16
2019,12,1272,109,1463,102,H,0,33,72,6,23,37,56,17,28,15,16,12,4,22,34,70,12,29,22,29,10,29,14,25,8,3,40
2019,12,1274,78,1126,70,H,0,26,65,8,26,18,24,14,24,12,11,7,6,15,27,60,6,18,10,13,11,29,12,14,5,5,25
2019,12,1276,84,1203,61,N,0,31,62,15,30,7,11,8,31,20,10,6,2,12,25,64,6,16,5,6,8,24,10,11,3,1,14
2019,12,1285,73,1275,71,N,0,23,46,9,19,18,26,6,16,11,15,4,0,24,19,48,5,18,28,33,15,18,8,16,2,2,28
2019,12,1297,59,1264,53,H,0,16,37,10,19,17,32,6,26,14,18,5,8,21,18,52,6,18,11,20,12,23,10,16,6,2,24
2019,12,1301,82,1263,63,H,0,30,67,11,29,11,16,17,22,21,12,11,2,14,26,47,2,14,9,18,3,21,17,18,10,3,8
2019,12,1308,98,1307,94,A,0,30,53,12,23,26,39,10,21,12,14,6,1,28,31,52,11,20,21,30,5,17,13,15,8,2,30
2019,12,1317,68,1271,34,H,0,24,54,7,28,13,21,11,37,14,11,10,3,13,12,53,3,22,7,10,6,22,4,15,6,0,16
2019,12,1320,90,1184,85,N,0,26,58,11,27,27,33,6,28,13,12,2,2,19,27,71,13,37,18,23,13,28,14,15,5,0,28
2019,12,1323,73,1456,64,H,0,26,63,5,20,16,23,16,24,10,8,10,3,13,22,48,9,26,11,13,4,26,16,16,5,1,20
2019,12,1330,65,1244,47,N,0,26,58,8,22,5,9,10,35,11,15,6,3,17,18,56,2,12,9,18,6,24,9,13,7,0,11
2019,12,1338,71,1466,66,H,0,19,49,2,12,31,42,5,30,10,8,3,5,16,24,60,10,31,8,13,8,30,17,15,2,3,27
2019,12,1339,80,1169,77,A,0,31,65,10,18,8,11,11,25,11,11,7,4,21,29,63,8,18,11,18,15,26,18,13,3,4,20
2019,12,1344,76,1376,67,N,0,22,56,4,13,28,34,11,28,13,12,5,3,18,25,62,6,25,11,14,11,27,8,12,6,2,26
2019,12,1349,102,1322,74,H,0,37,71,14,32,14,24,13,34,26,14,9,5,20,29,69,6,20,10,16,10,27,11,15,7,3,21
2019,12,1352,68,1290,59,H,0,25,53,8,23,10,14,10,31,17,15,6,3,21,19,59,3,18,18,25,12,21,8,11,7,0,19
2019,12,1356,78,1115,48,H,0,28,57,9,22,13,17,11,32,21,16,7,3,14,18,58,3,25,9,16,12,20,6,15,8,3,15
2019,12,1364,88,1286,69,H,0,34,61,11,22,9,13,11,22,21,8,5,4,18,24,54,8,23,13,18,10,19,15,10,4,1,12
2019,12,1368,69,1391,57,H,0,22,49,2,15,23,30,12,26,13,16,4,2,21,19,48,5,14,14,26,10,21,6,19,5,0,26
2019,12,1369,63,1151,42,N,0,25,56,5,17,8,10,7,36,10,17,5,3,16,15,59,6,36,6,10,9,25,7,13,4,0,14
2019,12,1387,66,1371,64,A,0,20,42,5,8,21,30,10,30,8,24,8,7,27,19,57,4,17,22,31,10,18,4,9,8,4,20
2019,12,1392,72,1313,65,N,0,22,47,6,19,22,28,10,28,8,21,2,2,18,22,54,7,19,14,18,4,19,6,12,7,4,25
2019,12,1413,57,1394,54,N,0,18,56,8,27,13,16,10,32,9,17,7,3,16,21,59,5,21,7,12,10,30,6,17,8,3,18
2019,12,1420,68,1219,59,N,0,22,47,7,18,17,29,8,23,12,10,5,1,18,20,47,9,24,10,19,9,22,10,17,2,3,26
2019,12,1447,79,1193,73,A,0,30,62,4,20,15,22,17,30,8,16,4,8,18,26,59,11,26,10,14,6,20,13,12,6,1,20
2019,12,1453,87,1287,70,N,0,33,67,13,25,8,13,11,29,18,9,4,2,22,24,67,5,26,17,20,16,25,8,11,4,1,20
2019,12,1458,96,1223,59,H,0,35,58,7,18,19,25,7,27,18,10,6,4,14,22,57,7,22,8,12,7,17,7,15,4,1,25
2019,12,1460,89,1316,72,H,0,27,54,11,18,24,34,12,26,16,16,8,1,14,25,53,9,23,13,16,5,20,12,12,9,3,27
2019,13,1102,65,1377,62,N,0,24,39,4,10,13,21,3,31,8,22,4,5,21,21,57,7,22,13,17,6,15,11,9,11,1,21
2019,13,1104,90,1455,86,N,0,25,49,9,19,31,33,8,24,14,12,1,1,19,29,62,6,23,22,27,11,17,9,7,6,3,25
2019,13,1116,73,1231,72,H,0,28,64,6,23,11,19,9,23,20,12,8,7,16,27,58,8,20,10,15,8,32,13,18,4,1,20
2019,13,1123,94,1111,86,N,0,28,59,5,18,33,43,9,34,16,16,7,6,20,30,72,7,20,19,25,12,27,11,19,5,2,31
2019,13,1135,86,1119,66,H,0,27,54,9,22,23,32,12,38,16,19,8,6,17,26,73,9,37,5,9,13,20,16,11,7,0,28
2019,13,1141,76,1363,74,N,0,28,60,7,30,13,23,12,17,10,11,13,3,19,25,49,10,23,14,22,11,24,15,20,1,1,19
2019,13,1144,78,1122,72,N,0,28,55,12,24,10,15,7,18,17,15,8,1,12,29,57,6,21,8,8,10,22,13,18,9,6,15
2019,13,1148,89,1197,75,N,0,28,42,6,14,27,32,4,32,13,22,3,5,25,22,62,6,26,25,35,13,12,13,11,14,1,25
2019,13,1167,68,1451,67,N,0,25,50,7,19,11,15,6,21,13,16,6,3,25,22,44,5,14,18,27,4,20,8,19,7,1,19
2019,13,1168,87,1284,63,N,0,27,57,13,27,20,32,7,30,15,16,10,5,22,18,57,3,21,24,29,10,27,10,19,10,1,27
2019,13,1172,71,1318,59,N,0,24,53,9,24,14,19,7,28,18,14,8,2,12,22,60,9,32,6,7,10,24,14,12,8,0,15
2019,13,1191,85,1411,63,H,0,30,64,10,22,15,21,9,38,16,18,8,4,20,23,71,5,22,12,18,14,29,4,17,6,2,21
2019,13,1194,71,1230,68,N,0,20,42,7,19,24,27,7,22,13,18,2,1,14,22,49,6,21,18,21,6,16,13,8,8,3,24
2019,13,1198,102,1464,93,N,0,35,65,7,24,25,34,10,21,16,14,10,1,18,35,72,9,31,14,23,22,23,16,23,8,2,28
2019,13,1200,70,1162,69,H,0,26,53,10,24,8,14,7,20,12,12,4,6,17,26,59,8,20,9,13,15,24,14,11,5,0,17
2019,13,1204,80,1285,77,N,0,28,54,5,16,19,23,7,23,11,18,4,2,15,29,58,9,26,10,15,7,19,13,16,8,4,24
2019,13,1207,76,1378,73,N,0,25,58,5,18,21,27,8,34,11,15,6,5,22,24,66,9,25,16,27,14,26,14,13,6,3,23
2019,13,1218,85,1319,68,H,0,33,59,10,26,9,15,9,26,20,12,5,0,24,20,48,3,20,25,32,6,16,3,14,5,2,19
2019,13,1221,57,1373,45,N,0,24,53,9,25,0,1,8,21,17,5,6,6,9,20,50,5,24,0,2,8,20,6,9,4,3,9
2019,13,1239,74,1151,66,N,0,28,61,5,14,13,20,6,28,13,13,6,3,19,26,61,8,20,6,11,9,29,10,14,5,4,20
2019,13,1243,64,1335,48,N,0,24,57,2,7,14,19,11,25,10,11,7,5,24,15,49,4,20,14,22,11,24,8,19,6,1,21
2019,13,1245,79,1108,48,H,0,30,61,9,27,10,16,10,24,17,13,10,5,15,18,47,5,18,7,13,7,18,7,22,5,2,16
2019,13,1246,92,1440,82,H,0,29,59,5,14,29,35,18,25,15,11,6,6,12,29,62,19,38,5,5,6,16,14,13,2,1,26
2019,13,1258,65,1325,56,N,0,21,44,7,21,16,18,5,26,13,21,4,2,20,19,56,4,24,14,18,12,18,12,17,12,4,20
2019,13,1262,94,1357,90,N,0,32,62,12,23,18,21,10,27,18,13,4,3,23,33,68,8,25,16,25,15,20,19,11,3,4,18
2019,13,1264,54,1421,38,N,0,18,40,7,19,11,18,9,17,10,17,8,2,19,11,44,2,15,14,18,17,16,3,20,12,2,18
2019,13,1268,92,1291,77,H,0,38,61,7,19,9,15,13,27,23,18,7,5,19,24,60,10,29,19,22,9,13,11,13,10,1,18
2019,13,1276,66,1344,47,N,0,23,52,6,18,14,20,11,28,15,11,3,3,18,16,57,2,18,13,20,13,21,6,12,4,6,19
2019,13,1277,101,1399,33,H,0,37,67,14,33,13,18,14,33,25,8,8,5,12,15,51,1,10,2,9,7,20,8,19,6,2,22
2019,13,1278,69,1401,64,N,0,22,52,7,18,18,32,18,22,11,20,6,3,20,25,61,3,15,11,15,13,22,9,14,11,4,25
2019,13,1281,69,1333,63,N,0,21,55,5,17,22,28,11,20,10,9,5,3,22,24,60,6,24,9,14,14,24,11,15,5,3,24
2019,13,1295,76,1406,51,N,0,29,63,11,30,7,8,7,26,20,7,6,2,10,20,53,5,16,6,7,7,27,6,17,5,1,17
2019,13,1297,89,1157,83,H,0,25,55,10,31,29,41,10,20,19,6,9,4,21,26,50,9,19,22,26,6,23,18,15,2,3,27
2019,13,1298,83,1136,79,H,0,30,56,5,15,18,24,11,30,18,15,3,0,23,24,59,10,34,21,26,10,18,14,9,5,1,21
2019,13,1326,89,1354,61,H,0,28,51,7,19,26,35,9,31,18,15,4,3,17,23,62,3,19,12,14,10,17,3,14,4,0,29
2019,13,1328,75,1459,64,H,0,25,58,6,18,19,30,12,33,11,7,5,0,15,24,64,10,32,6,13,10,28,12,9,4,2,24
2019,13,1329,70,1158,58,H,0,24,51,10,22,12,19,7,32,13,15,4,6,13,23,60,5,26,7,11,7,23,12,11,6,1,16
2019,13,1337,86,1275,80,N,0,29,62,10,30,18,24,7,26,17,9,5,1,16,28,63,11,31,13,17,10,30,15,14,3,0,23
2019,13,1359,73,1156,60,A,0,24,50,8,20,17,23,6,32,18,15,6,2,22,18,57,6,28,18,26,13,22,8,16,5,0,21
2019,13,1362,84,1254,52,N,0,34,62,5,19,11,19,12,39,15,13,7,5,17,18,64,7,30,9,16,9,19,8,10,5,2,16
2019,13,1376,90,1203,55,N,0,34,69,13,25,9,16,13,35,19,15,7,3,26,16,58,5,27,18,25,7,25,11,16,6,1,16
2019,13,1381,73,1370,70,A,0,23,55,6,16,21,27,7,35,6,11,5,3,13,28,69,11,26,3,8,10,28,15,11,6,5,22
2019,13,1383,84,1248,72,A,0,30,68,9,24,15,23,13,28,8,12,12,2,19,25,57,8,20,14,16,6,31,7,20,5,5,20
2019,13,1407,82,1146,77,H,0,29,56,8,19,16,24,8,27,12,12,3,5,13,28,62,11,30,10,15,10,22,16,12,4,0,19
2019,13,1416,78,1443,62,N,0,28,55,10,20,12,24,11,25,20,11,7,3,17,22,55,4,12,14,21,11,23,15,15,7,4,24
2019,13,1426,68,1413,59,H,0,18,47,8,26,24,28,9,24,11,14,8,1,26,20,45,6,23,13,25,9,20,10,18,4,0,25
2019,13,1439,89,1345,83,N,0,30,55,10,24,19,26,7,21,15,10,6,1,14,31,61,14,33,7,11,11,22,18,13,7,1,21
2019,13,1448,69,1434,63,N,0,23,52,7,16,16,22,13,24,13,15,3,0,16,23,54,4,19,13,17,9,20,13,11,6,0,19
2019,13,1449,82,1365,68,N,0,24,50,8,20,26,34,8,27,12,14,8,7,19,26,58,4,19,12,21,10,19,11,15,8,1,24
2019,13,1452,97,1386,90,N,0,28,56,15,29,26,33,9,30,19,12,3,4,19,30,60,13,25,17,28,7,22,13,7,5,2,25
2019,14,1112,71,1235,66,N,0,24,59,8,28,15,18,7,27,10,10,8,2,12,26,62,4,24,10,13,11,29,12,14,8,4,16
2019,14,1113,72,1280,67,N,0,26,58,7,17,13,18,12,28,15,12,5,2,13,25,69,8,30,9,10,14,20,16,10,6,5,17
2019,14,1120,88,1462,79,N,0,30,66,11,35,17,24,12,23,16,12,10,7,23,24,61,10,27,21,24,16,26,13,22,7,3,20
2019,14,1130,88,1461,76,N,0,32,67,10,26,14,25,15,26,19,8,7,1,28,18,44,9,21,31,41,5,26,10,13,1,4,24
2019,14,1132,81,1214,79,N,0,33,72,5,14,10,16,13,26,11,11,9,8,20,24,58,13,28,18,23,10,29,10,17,7,3,21
2019,14,1150,42,1255,39,H,0,11,42,6,22,14,19,6,24,8,17,6,4,12,16,45,4,19,3,5,6,27,6,21,5,2,16
2019,14,1153,78,1444,52,H,0,30,64,5,13,13,17,13,29,19,11,10,4,21,15,45,6,20,16,31,6,21,8,17,4,2,18
2019,14,1155,72,1103,69,N,0,25,51,4,13,18,29,10,27,9,14,6,0,18,23,53,11,29,12,15,6,22,11,15,6,1,24
2019,14,1159,76,1127,68,H,0,28,59,8,21,12,19,12,36,14,10,3,3,12,27,77,7,26,7,11,15,21,10,3,8,6,17
2019,14,1166,94,1129,82,N,0,33,57,12,22,16,22,6,26,23,13,4,1,18,32,62,4,15,14,22,9,21,8,11,6,3,20
2019,14,1178,91,1259,63,H,0,33,63,17,28,8,12,12,28,17,11,7,5,14,24,62,5,25,10,13,12,21,22,14,6,2,18
2019,14,1181,90,1361,64,N,0,29,57,10,25,22,34,14,29,12,15,7,4,25,19,53,6,21,20,27,8,22,8,13,7,3,23
2019,14,1184,100,1244,81,N,0,37,74,13,30,13,20,12,22,17,7,12,7,28,24,54,2,8,31,41,12,29,5,19,4,3,22
2019,14,1187,69,1410,64,H,0,23,46,4,12,19,28,10,35,13,26,8,8,26,19,68,6,27,20,31,18,14,8,12,13,2,24
2019,14,1190,86,1152,61,H,0,28,56,10,27,20,23,13,24,17,13,7,4,17,26,53,4,15,5,8,5,16,12,15,5,3,21
2019,14,1199,93,1145,61,H,0,31,59,7,14,24,30,14,26,19,15,9,3,15,22,52,8,21,9,15,8,17,10,19,4,6,23
2019,14,1208,80,1229,68,N,0,28,58,4,12,20,25,15,28,16,15,3,4,19,24,64,9,27,11,19,17,19,11,14,6,7,22
2019,14,1209,75,1382,65,N,0,30,59,6,17,9,12,9,26,15,12,13,7,16,21,58,12,27,11,18,15,22,11,18,4,5,14
2019,14,1211,84,1228,78,N,0,27,51,7,19,23,35,11,33,16,22,5,5,22,27,70,10,31,14,19,14,21,10,13,9,1,27
2019,14,1219,69,1102,62,N,0,25,55,6,17,13,18,13,23,9,11,6,1,16,22,55,6,24,12,16,13,20,12,13,2,2,20
2019,14,1222,82,1322,55,H,0,28,61,11,30,15,26,17,24,20,5,9,4,15,20,53,7,24,8,15,13,21,6,15,2,5,18
2019,14,1243,82,1281,67,N,0,30,56,12,24,10,13,7,20,17,9,5,2,20,23,48,9,15,12,19,8,20,12,14,3,0,19
2019,14,1253,86,1233,85,N,0,30,54,10,17,16,20,9,27,13,25,6,2,25,26,60,10,31,23,28,10,17,11,17,14,2,21
2019,14,1260,82,1350,66,N,0,31,50,8,19,12,25,9,25,10,17,7,0,18,25,48,8,22,8,12,1,19,11,15,8,1,20
2019,14,1267,95,1299,71,H,0,34,70,13,34,14,21,13,22,22,11,14,3,20,24,55,5,17,18,21,11,27,14,22,7,1,14
2019,14,1269,92,1115,60,H,0,34,63,10,22,14,20,10,31,22,12,10,3,23,21,54,3,12,15,20,5,21,11,18,5,2,19
2019,14,1304,85,1283,62,N,0,31,61,13,33,10,16,8,26,21,10,9,6,11,24,59,7,24,7,9,11,27,8,18,4,1,14
2019,14,1305,90,1465,55,H,0,29,57,5,18,27,38,13,34,19,12,9,4,20,19,61,6,25,11,17,11,20,7,16,4,2,28
2019,14,1314,101,1384,76,H,0,34,65,10,25,23,27,11,35,24,18,8,5,20,23,67,10,29,20,27,13,24,8,17,13,4,23
2019,14,1320,54,1330,53,N,0,18,49,11,25,7,9,6,29,12,13,4,0,10,20,61,7,24,6,9,13,26,9,10,7,2,12
2019,14,1333,74,1335,58,N,0,29,57,7,19,9,14,9,30,11,13,8,5,14,21,59,8,27,8,17,11,21,10,12,4,2,12
2019,14,1351,87,1164,67,H,0,30,68,9,22,18,28,14,31,19,12,9,3,19,23,59,9,33,12,20,9,28,13,20,6,3,23
2019,14,1352,81,1391,72,A,0,26,48,10,22,19,24,7,18,13,16,7,1,15,30,63,6,24,6,8,14,19,17,17,6,1,25
2019,14,1353,63,1185,36,H,0,24,56,10,24,5,8,11,29,20,20,10,5,17,15,54,3,13,3,17,16,21,5,20,9,3,16
2019,14,1356,83,1224,69,H,0,30,61,12,22,11,14,14,32,23,20,4,3,12,26,67,12,28,5,7,10,18,14,12,13,2,13
2019,14,1358,75,1238,60,N,0,27,60,7,22,14,17,12,28,15,19,7,2,22,20,49,5,19,15,26,7,24,9,18,4,5,20
2019,14,1375,79,1369,58,H,0,27,57,13,34,12,21,4,28,19,8,6,4,18,21,62,6,28,10,16,16,30,13,15,4,2,17
2019,14,1377,58,1420,52,N,0,18,45,7,20,15,22,4,32,7,21,6,2,19,17,52,5,24,13,20,7,29,6,18,9,3,21
2019,14,1385,82,1143,79,N,0,29,53,8,21,16,19,6,21,15,11,5,3,15,29,51,8,18,13,16,3,20,10,12,5,3,17
2019,14,1403,78,1425,63,N,0,25,53,6,15,22,30,5,23,13,11,10,2,13,23,52,9,22,8,12,5,26,10,17,6,2,22
2019,14,1405,90,1195,62,N,0,29,57,12,21,20,24,12,28,18,13,6,5,17,27,63,5,18,3,8,10,18,9,15,4,1,22
2019,14,1408,84,1355,80,N,0,30,69,9,22,15,23,10,30,9,6,5,2,17,28,62,14,27,10,17,7,33,16,9,2,1,19
2019,14,1409,88,1114,78,H,0,28,58,5,20,27,39,9,28,14,13,10,6,23,29,56,5,12,15,28,8,30,14,19,6,3,32
2019,14,1414,65,1427,56,N,0,23,58,5,16,14,19,12,34,9,14,6,5,19,18,60,6,21,14,18,10,27,4,11,7,1,17
2019,14,1417,80,1342,65,H,0,28,63,8,24,16,21,15,39,12,21,5,4,14,20,63,13,45,12,18,8,24,14,12,12,2,21
2019,14,1418,91,1161,73,N,0,27,56,13,29,24,30,6,25,17,16,12,6,17,29,65,8,24,7,11,13,25,14,20,9,2,19
2019,14,1422,74,1341,66,H,0,27,59,2,17,18,23,12,25,12,14,6,4,18,22,51,9,18,13,20,8,20,8,15,8,1,21
2019,14,1429,80,1388,63,N,0,29,59,6,17,16,18,10,31,17,14,5,8,22,18,62,6,24,21,26,13,19,8,11,7,2,17
2019,14,1430,72,1216,65,N,0,28,49,8,19,8,16,4,33,13,20,6,1,14,22,62,9,32,12,15,8,23,12,14,8,0,18
2019,14,1433,57,1396,51,N,0,22,48,6,20,7,13,7,30,11,19,6,3,20,20,62,4,28,7,15,17,24,8,14,13,1,17
2019,14,1435,79,1251,70,H,0,26,52,9,18,18,28,10,29,9,15,6,4,16,27,62,7,26,9,16,7,22,9,11,8,3,21
2019,14,1450,84,1142,70,H,0,33,67,11,29,7,12,13,24,25,10,7,1,13,28,62,9,30,5,7,11,21,14,16,5,1,13
2019,15,1129,72,1382,52,N,0,25,43,13,24,9,10,5,30,16,21,4,1,17,17,53,5,17,13,15,6,14,5,10,3,2,13
2019,15,1133,75,1374,62,N,0,26,51,5,18,18,26,9,24,9,12,5,5,16,19,52,7,24,17,22,11,18,6,14,4,1,23
2019,15,1154,91,1241,82,A,0,30,72,9,28,22,27,9,28,14,6,8,2,19,28,69,9,30,17,24,18,36,17,17,3,4,24
2019,15,1155,64,1208,49,N,0,25,63,5,20,9,12,11,32,8,14,9,1,11,19,50,5,18,6,12,3,27,8,17,3,7,13
2019,15,1161,82,1195,74,N,0,31,52,7,17,13,21,4,27,15,15,9,2,20,27,59,7,28,13,20,9,21,10,14,7,2,18
2019,15,1163,91,1165,74,H,0,33,65,6,19,19,23,11,24,12,12,12,6,23,24,52,7,20,19,24,7,22,17,19,3,3,19
2019,15,1166,93,1209,68,N,0,36,66,14,32,7,13,10,28,22,15,6,6,21,24,61,4,19,16,27,16,24,8,18,6,3,16
2019,15,1169,80,1398,77,H,0,28,53,8,21,16,28,7,32,17,17,7,4,20,26,66,12,33,13,19,11,24,17,15,10,0,27
2019,15,1170,58,1413,55,N,0,22,57,4,15,10,14,14,27,11,21,15,6,14,22,59,7,16,4,10,12,25,8,19,11,4,18
2019,15,1178,82,1132,67,H,0,25,55,15,27,17,24,4,31,11,9,7,8,12,27,74,5,23,8,10,18,29,13,11,2,5,18
2019,15,1181,78,1120,72,N,0,24,54,7,25,23,34,14,32,12,13,6,11,13,28,77,11,32,5,9,18,23,14,9,8,2,24
2019,15,1190,77,1358,63,N,0,26,53,10,23,15,21,9,27,14,7,4,5,13,23,53,9,22,8,9,4,24,15,10,2,0,19
2019,15,1206,78,1300,63,H,0,26,51,7,23,19,26,5,21,18,9,5,2,20,23,45,3,12,14,22,5,21,10,17,4,2,20
2019,15,1211,91,1112,74,N,0,34,64,9,29,14,21,9,27,22,12,8,4,22,21,51,7,23,25,30,5,26,3,16,5,0,19
2019,15,1221,69,1107,65,A,0,26,56,5,17,12,20,7,25,18,9,6,7,12,23,63,10,28,9,14,17,28,16,15,5,1,22
2019,15,1229,73,1103,68,N,0,26,56,6,15,15,21,9,37,12,9,1,3,20,21,65,7,41,19,24,11,26,9,4,6,1,18
2019,15,1231,78,1426,64,H,0,30,55,2,12,16,23,9,24,17,18,7,4,12,24,56,8,29,8,10,7,18,7,18,9,1,22
2019,15,1235,84,1228,68,N,0,26,53,8,23,24,29,12,28,13,13,3,3,15,23,60,12,33,10,14,12,16,13,12,4,2,22
2019,15,1236,72,1354,68,H,0,23,45,7,21,19,35,4,24,8,14,5,8,16,25,64,5,13,13,17,12,28,14,14,5,1,24
2019,15,1238,81,1152,68,N,0,32,65,6,19,11,13,11,32,21,14,11,4,19,23,63,8,24,14,16,10,24,15,15,5,2,14
2019,15,1240,84,1441,53,N,0,32,62,4,17,16,24,8,18,16,13,19,5,15,21,56,9,29,2,4,18,25,9,35,4,1,19
2019,15,1245,104,1366,84,H,0,37,77,12,36,18,23,17,34,27,13,4,8,22,30,77,10,36,14,26,19,27,14,14,9,2,19
2019,15,1252,73,1395,64,A,0,26,57,4,21,17,24,5,25,17,10,5,2,19,22,50,6,21,14,25,6,31,15,16,6,5,21
2019,15,1259,75,1214,66,N,0,26,62,5,20,18,25,12,28,14,13,6,3,20,23,64,5,20,15,22,15,26,10,16,8,6,25
2019,15,1273,80,1271,42,H,0,30,57,10,23,10,13,10,28,17,14,8,3,13,15,47,3,16,9,11,5,18,4,17,8,3,14
2019,15,1278,80,1365,66,N,0,24,67,9,23,23,38,18,31,12,9,2,4,14,25,57,11,23,5,9,4,29,12,12,4,4,28
2019,15,1279,75,1311,55,H,0,26,54,6,17,17,23,9,36,21,16,4,6,8,22,65,7,24,4,6,8,21,11,14,9,3,20
2019,15,1288,75,1298,51,H,0,30,73,10,19,5,5,16,21,20,10,13,8,19,15,44,3,16,18,22,10,27,6,23,5,3,10
2019,15,1290,69,1368,59,H,0,26,64,2,11,15,17,14,32,12,15,8,5,16,22,62,8,27,7,14,11,24,16,16,8,4,21
2019,15,1301,85,1389,57,H,0,27,52,10,20,21,27,9,27,20,12,6,6,21,18,54,4,21,17,26,12,20,8,15,5,1,23
2019,15,1303,76,1126,56,A,0,24,56,4,16,24,30,9,30,13,12,10,2,14,21,50,6,19,8,17,4,26,13,18,9,6,22
2019,15,1312,71,1447,60,A,0,19,43,5,13,28,42,8,24,4,14,9,3,22,17,57,7,25,19,30,23,21,10,21,11,2,36
2019,15,1316,64,1379,48,N,0,25,62,6,33,8,10,11,40,11,18,8,8,15,21,64,2,19,4,10,8,27,15,16,12,1,15
2019,15,1317,74,1263,63,H,0,24,46,6,11,20,24,8,24,16,14,4,3,15,25,56,7,23,6,10,10,17,14,11,7,5,24
2019,15,1323,67,1182,56,H,0,22,59,7,24,16,21,17,23,15,9,6,10,12,21,60,6,27,8,10,16,22,11,16,3,3,20
2019,15,1326,68,1359,50,H,0,23,52,3,20,19,28,9,30,14,12,4,2,13,21,57,4,15,4,5,6,26,7,15,2,1,24
2019,15,1332,83,1453,72,H,0,22,47,6,18,33,42,4,36,11,13,3,7,14,27,69,9,29,9,18,10,24,13,7,7,3,28
2019,15,1336,77,1460,59,N,0,29,50,9,17,10,14,6,26,13,16,8,0,22,21,53,6,22,11,16,9,17,8,15,5,2,16
2019,15,1346,69,1306,63,A,0,23,57,12,30,11,21,15,35,9,20,4,1,18,22,63,9,24,10,16,12,22,5,11,8,2,23
2019,15,1347,81,1456,72,A,0,32,55,5,14,12,15,8,20,13,11,6,4,15,27,56,5,20,13,15,10,18,18,14,4,2,14
2019,15,1355,99,1427,79,N,0,36,60,13,25,14,17,7,37,13,11,2,4,21,25,68,7,30,22,28,11,18,9,6,9,1,18
2019,15,1360,70,1160,64,H,0,22,60,8,25,18,21,15,26,11,14,3,4,18,24,57,7,19,9,15,10,25,13,14,6,7,25
